network_id,network_name,station_number,station_name,lat,lon,epic_dist_km,fault_dist_km,pga_g,pgv_cms,pgd_cm,sa_0p3_g,sa_1p0_g,sa_3p0_g,struct_apk_g,label_damage_state
AZ,IGPP,16074,Sigiriya Sri Lanka Heritage Site,16.55193,64.64732,7,,0.019,1.01,0.2,0.031,0.019,0.002,,None
CI,CGS,16075,Angkor Thom Cambodia Heritage Site,39.57781,-73.88098,21.4,,0.036,1.96,0.3,0.037,0.001,0.001,,None
CE,IGPP,16076,Chichen Itza Mexico Heritage Site,18.1828,32.63991,40.9,,0.062,4.6,0.5,0.102,0.043,0.005,,Slight
NP,IGPP,16077,Notre Dame Cathedral Paris Heritage Site,37.7959,72.08391,24,,0.07,2.78,0.3,0.19,0.036,0.004,,Slight
NP,NSMP,16078,Angkor Thom Cambodia Heritage Site,35.56971,8.50506,57.9,,0.072,3.41,0.5,0.209,0.045,0.005,,Slight
NP,CGS,16079,Neuschwanstein Castle Germany Heritage Site,16.7883,45.53432,55.7,,0.053,3.79,0.6,0.203,0.013,0.004,,Slight
AZ,CGS,16080,St. Basil's Cathedral Moscow Heritage Site,31.59114,19.16989,11.5,,0.108,3.87,0.4,0.197,0.023,0.003,,Slight
AZ,SCSN,16081,Petra Jordan Heritage Site,17.09486,56.55483,18.4,,0.052,3.76,0.3,0.102,0.031,0.005,,Slight
NP,NSMP,16082,Red Fort Delhi Heritage Site,22.53871,61.43569,31.4,,0.11,2.31,0.3,0.119,0.021,0.004,,Slight
CI,SCSN,16083,Shwedagon Pagoda Myanmar Heritage Site,15.2552,-78.38096,18,,0.061,2.84,0.4,0.113,0.025,0.004,,Slight
CE,IGPP,16084,Charminar Heritage Site,36.63851,91.69156,45.1,,0.121,4.21,0.3,0.244,0.014,0.003,,Slight
CI,CGS,16085,Nalanda University Heritage Site,24.94445,-72.67147,41.8,,0.147,2.89,0.2,0.148,0.018,0.004,,Slight
NP,NSMP,16086,Mahabalipuram Shore Temple Heritage Site,10.12743,-81.48356,7,,0.096,2.74,0.5,0.249,0.032,0.006,,Slight
CE,SCSN,16087,Khajuraho Temples Heritage Site,23.87093,-90.1494,56.7,,0.071,3.9,0.4,0.085,0.016,0.002,,Slight
CE,IGPP,16088,Taj Mahal Heritage Site,12.7533,-16.2026,53,,0.095,2.77,0.4,0.106,0.041,0.001,,Slight
CI,IGPP,16089,Red Fort Delhi Heritage Site,26.99634,7.66582,6.7,,0.068,4.21,0.5,0.185,0.045,0.002,,Slight
NP,SCSN,16090,Shwedagon Pagoda Myanmar Heritage Site,25.93331,36.98549,17.2,,0.073,2.42,0.4,0.221,0.049,0.004,,Slight
CE,CGS,16091,Sun Temple Modhera Heritage Site,13.17331,67.50731,47,,0.077,2.49,0.6,0.196,0.029,0.002,,Slight
CI,NSMP,16092,Ellora Kailasa Temple Heritage Site,15.21086,-51.3185,44.4,,0.095,4.82,0.5,0.103,0.015,0.005,,Slight
AZ,SCSN,16093,Hagia Sophia Turkey Heritage Site,34.2106,9.32144,43.4,,0.126,2.57,0.3,0.16,0.044,0.006,,Slight
NP,SCSN,16094,Khajuraho Temples Heritage Site,13.31307,48.24713,59.9,,0.094,4.71,0.5,0.12,0.018,0.003,,Slight
AZ,NSMP,16095,Golconda Fort Heritage Site,24.31442,-70.653,23.7,,0.12,2.6,0.4,0.17,0.037,0.002,,Slight
NP,CGS,16096,Tower of London UK Heritage Site,27.3203,-32.81037,45,,0.111,2.2,0.6,0.154,0.027,0.004,,Slight
CI,SCSN,16097,Brihadeeswarar Temple Heritage Site,17.10503,-7.98529,25,,0.138,3.3,0.4,0.123,0.012,0.005,,Slight
CE,CGS,16098,St. Basil's Cathedral Moscow Heritage Site,14.32542,-53.70875,10.8,,0.111,2.73,0.3,0.161,0.032,0.004,,Slight
AZ,IGPP,16099,Angkor Wat Cambodia Heritage Site,19.75792,13.84605,5.4,,0.123,3.86,0.4,0.246,0.024,0.004,,Slight
AZ,SCSN,16100,Luxor Temple Egypt Heritage Site,15.8985,-89.01505,26.3,,0.074,3.96,0.5,0.216,0.038,0.004,,Slight
NP,CGS,16101,St. Basil's Cathedral Moscow Heritage Site,15.52635,-86.01091,19.3,,0.097,4.97,0.3,0.181,0.032,0.001,,Slight
AZ,NSMP,16102,Luxor Temple Egypt Heritage Site,29.81996,-77.7577,35.5,,0.083,2.39,0.5,0.083,0.025,0.004,,Slight
CE,CGS,16103,Mont Saint-Michel France Heritage Site,12.74413,-75.65619,26.2,,0.093,3.66,0.5,0.22,0.024,0.005,,Slight
NP,CGS,16104,Charminar Heritage Site,28.17522,-52.2357,27.2,,0.143,2.59,0.5,0.245,0.05,0.004,,Slight
NP,SCSN,16105,Great Wall China Heritage Site,26.13718,-64.61129,36.8,,0.144,3.99,0.3,0.199,0.022,0.005,,Slight
AZ,IGPP,16106,Canterbury Cathedral UK Heritage Site,10.59647,98.40132,52.8,,0.073,2.09,0.6,0.145,0.019,0.002,,Slight
AZ,NSMP,16107,Kyoto Temples Japan Heritage Site,13.22208,73.83976,40.3,,0.122,3.5,0.6,0.129,0.022,0.004,,Slight
CE,CGS,16108,Ajanta Caves Heritage Site,31.40144,-5.12913,50.5,,0.139,4.81,0.2,0.11,0.049,0.001,,Slight
CI,NSMP,16109,Angkor Thom Cambodia Heritage Site,23.47335,22.16233,12.7,,0.117,2.22,0.6,0.208,0.011,0.001,,Slight
CI,IGPP,16110,Acropolis Athens Heritage Site,33.15732,82.05509,26.2,,0.123,3.12,0.4,0.135,0.04,0.005,,Slight
CE,IGPP,16111,Machu Picchu Peru Heritage Site,28.09388,-56.09071,34.9,,0.095,2.05,0.5,0.234,0.029,0.006,,Slight
AZ,NSMP,16112,Versailles Palace France Heritage Site,30.48851,8.89387,49.2,,0.111,4.89,0.3,0.14,0.044,0.006,,Slight
AZ,SCSN,16113,Golden Temple Amritsar Heritage Site,15.16732,-82.7539,45.2,,0.116,2.97,0.3,0.105,0.01,0.001,,Slight
CE,CGS,16114,Ajanta Caves Heritage Site,32.51274,-65.00882,53.6,,0.083,4.48,0.3,0.142,0.043,0.005,,Slight
CE,IGPP,16115,Blue Mosque Istanbul Heritage Site,32.09089,23.25384,9.4,,0.089,3.29,0.6,0.238,0.028,0.001,,Slight
AZ,CGS,16116,Tower of London UK Heritage Site,37.01475,43.32091,36,,0.109,4.75,0.3,0.102,0.038,0.006,,Slight
AZ,CGS,16117,Luxor Temple Egypt Heritage Site,36.41565,84.79496,40.2,,0.108,4.23,0.5,0.169,0.036,0.005,,Slight
CE,SCSN,16118,Alhambra Spain Heritage Site,25.23372,-117.60984,37.7,,0.117,2.72,0.2,0.099,0.034,0.003,,Slight
NP,SCSN,16119,Forbidden City Beijing Heritage Site,26.56795,-76.85762,52.9,,0.112,4.2,0.5,0.097,0.031,0.001,,Slight
CI,SCSN,16120,Stonehenge UK Heritage Site,33.05484,-115.44352,27.7,,0.103,4.61,0.3,0.084,0.022,0.003,,Slight
CI,SCSN,16121,Borobudur Indonesia Heritage Site,16.64045,-3.10971,23.8,,0.095,2.04,0.5,0.152,0.026,0.002,,Slight
CI,SCSN,16122,Ellora Kailasa Temple Heritage Site,11.46357,-113.87971,7,,0.107,4.02,0.3,0.182,0.04,0.005,,Slight
CE,CGS,16123,Borobudur Indonesia Heritage Site,24.95134,-91.73593,30.7,,0.122,3.77,0.4,0.17,0.038,0.006,,Slight
CI,NSMP,16124,Charminar Heritage Site,23.68178,-3.92944,27.4,,0.131,3.82,0.2,0.114,0.015,0.005,,Slight
NP,NSMP,16125,Alhambra Spain Heritage Site,31.42437,-90.07473,32.7,,0.149,3.51,0.3,0.205,0.025,0.003,,Slight
NP,IGPP,16126,Pyramids of Giza Egypt Heritage Site,12.22292,69.52074,7.5,,0.131,4.94,0.6,0.151,0.042,0.005,,Slight
CE,NSMP,16127,Golden Temple Amritsar Heritage Site,24.65958,-59.30313,21.9,,0.09,4.39,0.6,0.192,0.022,0.003,,Slight
CE,CGS,16128,Golconda Fort Heritage Site,12.26048,-38.94428,36.4,,0.072,4.53,0.3,0.217,0.021,0.003,,Slight
CE,NSMP,16129,Jaisalmer Fort Heritage Site,30.43121,9.07938,31.9,,0.111,4.86,0.4,0.114,0.024,0.002,,Slight
CE,SCSN,16130,Taj Mahal Heritage Site,16.71087,31.6084,17.5,,0.051,2.68,0.6,0.196,0.017,0.002,,Slight
CE,NSMP,16131,Chichen Itza Mexico Heritage Site,39.16083,-9.24606,44.3,,0.066,4.4,0.5,0.111,0.039,0.006,,Slight
AZ,SCSN,16132,Mount Fuji Japan Heritage Site,10.99363,-74.99167,9.8,,0.134,4.93,0.6,0.18,0.016,0.001,,Slight
AZ,CGS,16133,Shwedagon Pagoda Myanmar Heritage Site,39.47479,70.82549,12.9,,0.064,3.58,0.3,0.187,0.021,0.004,,Slight
CI,IGPP,16134,Sun Temple Modhera Heritage Site,18.938,22.18298,21.8,,0.148,3.11,0.6,0.21,0.026,0.004,,Slight
CI,IGPP,16135,Great Zimbabwe Ruins Heritage Site,21.03884,-17.90405,18.6,,0.074,4.89,0.5,0.102,0.036,0.005,,Slight
AZ,NSMP,16136,Brihadeeswarar Temple Heritage Site,29.36741,-37.75409,20.1,,0.127,4.9,0.4,0.124,0.047,0.004,,Slight
AZ,CGS,16137,Petra Jordan Heritage Site,13.89948,-113.84473,45.8,,0.098,4.88,0.4,0.153,0.041,0.005,,Slight
AZ,IGPP,16138,Tikal Guatemala Heritage Site,12.27876,-100.33723,48.2,,0.129,2.11,0.5,0.242,0.029,0.004,,Slight
NP,CGS,16139,Sigiriya Sri Lanka Heritage Site,17.46069,-53.38351,58.4,,0.125,4.61,0.4,0.198,0.034,0.003,,Slight
NP,CGS,16140,Moai Statues Easter Island Heritage Site,12.46794,67.15703,51.7,,0.054,2.11,0.5,0.157,0.044,0.002,,Slight
CI,SCSN,16141,Ellora Kailasa Temple Heritage Site,19.35558,-12.69717,16.9,,0.111,2.16,0.6,0.217,0.044,0.006,,Slight
NP,SCSN,16142,Eiffel Tower Paris Heritage Site,19.89232,-63.94306,36.2,,0.053,4.74,0.6,0.136,0.049,0.004,,Slight
CE,SCSN,16143,Leaning Tower of Pisa Heritage Site,13.11806,-43.31635,52.8,,0.127,3.21,0.3,0.197,0.024,0.002,,Slight
CE,NSMP,16144,Canterbury Cathedral UK Heritage Site,32.8621,33.59231,36,,0.095,4.18,0.2,0.147,0.028,0.002,,Slight
CE,CGS,16145,Eiffel Tower Paris Heritage Site,28.00865,23.08901,37.8,,0.15,3.84,0.4,0.119,0.012,0.006,,Slight
CI,CGS,16146,Red Fort Delhi Heritage Site,21.26745,60.34202,53.4,,0.116,4.07,0.5,0.089,0.019,0.004,,Slight
CE,NSMP,16147,Petra Jordan Heritage Site,12.56086,13.20006,11.1,,0.052,3.79,0.3,0.101,0.012,0.001,,Slight
CE,NSMP,16148,Bagan Myanmar Heritage Site,10.89929,23.11437,24.6,,0.105,2.65,0.5,0.09,0.036,0.006,,Slight
NP,NSMP,16149,Mount Kailash Heritage Site,13.54827,7.4293,37.9,,0.088,2.62,0.3,0.09,0.047,0.003,,Slight
AZ,SCSN,16150,Shwedagon Pagoda Myanmar Heritage Site,36.82259,-63.23279,33.3,,0.074,3.53,0.5,0.134,0.037,0.002,,Slight
CE,NSMP,16151,Great Wall China Heritage Site,39.93028,69.01989,25.4,,0.222,8.44,0.7,0.296,0.066,0.005,,Moderate
CE,IGPP,16152,Great Zimbabwe Ruins Heritage Site,20.17781,-90.19788,5.7,,0.178,5.56,0.5,0.29,0.02,0.002,,Moderate
CE,CGS,16153,Karnak Temple Egypt Heritage Site,22.85151,-99.59107,50.6,,0.165,8.92,0.3,0.264,0.06,0.008,,Moderate
CE,CGS,16154,Leaning Tower of Pisa Heritage Site,22.80921,-113.89857,32.6,,0.238,8.04,0.6,0.289,0.037,0.007,,Moderate
NP,SCSN,16155,Meenakshi Temple Heritage Site,14.19076,69.2542,10.5,,0.224,8.78,0.4,0.176,0.021,0.007,,Moderate
CE,IGPP,16156,Somnath Temple Heritage Site,31.05902,51.48001,7.3,,0.235,5.19,0.8,0.367,0.069,0.005,,Moderate
AZ,IGPP,16157,Teotihuacan Mexico Heritage Site,11.23568,-96.26627,15.8,,0.161,8.04,0.4,0.17,0.025,0.006,,Moderate
NP,CGS,16158,Karnak Temple Egypt Heritage Site,22.67775,-106.85194,48.2,,0.209,8.58,0.7,0.365,0.049,0.007,,Moderate
CE,SCSN,16159,Great Zimbabwe Ruins Heritage Site,31.59654,72.164,39.8,,0.156,7.74,0.6,0.254,0.033,0.006,,Moderate
NP,IGPP,16160,Petra Jordan Heritage Site,24.43326,-41.75187,6.5,,0.214,7.64,0.3,0.283,0.033,0.003,,Moderate
NP,CGS,16161,Notre Dame Cathedral Paris Heritage Site,22.88357,-9.46203,6.9,,0.202,9.8,0.8,0.396,0.06,0.006,,Moderate
NP,NSMP,16162,Neuschwanstein Castle Germany Heritage Site,27.06264,-54.4049,29.2,,0.157,5.65,0.6,0.399,0.044,0.006,,Moderate
CE,CGS,16163,Edinburgh Castle Heritage Site,15.99886,14.47246,35.8,,0.159,6.95,0.4,0.197,0.037,0.004,,Moderate
NP,NSMP,16164,Luxor Temple Egypt Heritage Site,32.10907,-45.99642,48.9,,0.173,6.6,0.5,0.32,0.021,0.006,,Moderate
NP,CGS,16165,Mount Fuji Japan Heritage Site,10.19094,-40.8873,57.2,,0.173,6.79,0.6,0.318,0.057,0.005,,Moderate
NP,NSMP,16166,Teotihuacan Mexico Heritage Site,35.61053,47.99527,47.4,,0.17,5.85,0.6,0.323,0.045,0.003,,Moderate
CI,IGPP,16167,Tikal Guatemala Heritage Site,37.40145,-5.26962,52.3,,0.213,7.88,0.3,0.383,0.021,0.003,,Moderate
AZ,CGS,16168,Great Wall China Heritage Site,14.15226,60.51214,27.5,,0.168,7.85,0.7,0.264,0.047,0.005,,Moderate
CI,CGS,16169,Versailles Palace France Heritage Site,23.11531,-14.90368,59.4,,0.224,6.87,0.3,0.261,0.052,0.005,,Moderate
CE,NSMP,16170,Edinburgh Castle Heritage Site,20.92955,-106.22464,43.6,,0.221,8.97,0.8,0.328,0.053,0.005,,Moderate
CI,SCSN,16171,St. Basil's Cathedral Moscow Heritage Site,31.69737,10.35686,15.8,,0.227,7.57,0.6,0.375,0.068,0.007,,Moderate
NP,SCSN,16172,Tikal Guatemala Heritage Site,32.07576,20.51426,13,,0.165,9.3,0.8,0.382,0.065,0.002,,Moderate
NP,SCSN,16173,Tower of London UK Heritage Site,11.78035,29.12949,56.3,,0.213,7.47,0.6,0.362,0.068,0.004,,Moderate
CI,NSMP,16174,Edinburgh Castle Heritage Site,12.31476,90.89143,17.5,,0.238,7.97,0.7,0.383,0.023,0.006,,Moderate
CE,SCSN,16175,Colosseum Rome Heritage Site,29.37953,32.92852,56.2,,0.231,8.63,0.3,0.186,0.024,0.003,,Moderate
AZ,CGS,16176,Ellora Kailasa Temple Heritage Site,12.75071,25.92638,9.5,,0.248,9.32,0.5,0.399,0.068,0.007,,Moderate
NP,NSMP,16177,Ajanta Caves Heritage Site,19.6522,46.47463,36.9,,0.17,7.9,0.6,0.207,0.03,0.008,,Moderate
AZ,IGPP,16178,St. Basil's Cathedral Moscow Heritage Site,24.34881,25.44083,47.1,,0.166,5.77,0.4,0.214,0.024,0.005,,Moderate
AZ,IGPP,16179,Mount Fuji Japan Heritage Site,23.22712,-31.78087,12.4,,0.203,9.51,0.3,0.18,0.066,0.003,,Moderate
NP,SCSN,16180,Blue Mosque Istanbul Heritage Site,34.15323,-32.47805,49.2,,0.186,5.99,0.6,0.358,0.039,0.005,,Moderate
NP,NSMP,16181,Ellora Kailasa Temple Heritage Site,13.10611,39.17395,42.6,,0.196,9.57,0.7,0.324,0.041,0.004,,Moderate
NP,NSMP,16182,Meenakshi Temple Heritage Site,23.87667,2.7546,23.9,,0.157,6.89,0.4,0.199,0.031,0.007,,Moderate
AZ,IGPP,16183,Fatehpur Sikri Heritage Site,12.79528,23.22885,27.9,,0.161,6.17,0.6,0.304,0.026,0.003,,Moderate
AZ,IGPP,16184,Tower of London UK Heritage Site,33.9891,-89.43613,50.7,,0.15,5.34,0.7,0.237,0.039,0.006,,Moderate
NP,IGPP,16185,Leaning Tower of Pisa Heritage Site,20.64494,-16.6415,17.1,,0.213,9.23,0.7,0.191,0.043,0.004,,Moderate
NP,CGS,16186,Konark Sun Temple Heritage Site,19.83352,81.21616,19,,0.152,6.55,0.5,0.317,0.028,0.005,,Moderate
CE,CGS,16187,Golden Temple Amritsar Heritage Site,27.20813,98.30396,8.3,,0.224,5.85,0.4,0.256,0.056,0.006,,Moderate
CI,CGS,16188,Mount Kailash Heritage Site,36.39662,-70.29232,52.2,,0.17,5.59,0.4,0.391,0.065,0.003,,Moderate
AZ,IGPP,16189,Machu Picchu Peru Heritage Site,26.74055,-28.50322,6.8,,0.186,6.99,0.6,0.376,0.04,0.008,,Moderate
CE,IGPP,16190,Blue Mosque Istanbul Heritage Site,31.72238,12.65158,58.8,,0.162,5.44,0.5,0.269,0.033,0.006,,Moderate
AZ,NSMP,16191,Tikal Guatemala Heritage Site,39.58108,42.58143,41.9,,0.21,7.11,0.4,0.208,0.037,0.002,,Moderate
NP,SCSN,16192,Colosseum Rome Heritage Site,12.6733,-41.92405,37.6,,0.238,5.61,0.8,0.328,0.03,0.005,,Moderate
CI,CGS,16193,Borobudur Indonesia Heritage Site,28.46144,-98.46316,27.4,,0.207,8.87,0.4,0.233,0.047,0.008,,Moderate
NP,CGS,16194,Nalanda University Heritage Site,14.56494,29.43193,46,,0.163,6.48,0.5,0.256,0.027,0.003,,Moderate
NP,CGS,16195,Blue Mosque Istanbul Heritage Site,14.01311,43.55998,57.6,,0.204,6.68,0.6,0.387,0.035,0.004,,Moderate
CI,IGPP,16196,Karnak Temple Egypt Heritage Site,16.02006,-5.42316,24.8,,0.194,6,0.7,0.325,0.047,0.002,,Moderate
CI,SCSN,16197,Tower of London UK Heritage Site,13.51475,83.73866,10.7,,0.198,9.58,0.5,0.191,0.046,0.002,,Moderate
CE,IGPP,16198,Teotihuacan Mexico Heritage Site,39.43626,-16.72345,14.3,,0.233,9.38,0.5,0.263,0.035,0.005,,Moderate
CE,SCSN,16199,Ellora Kailasa Temple Heritage Site,15.50938,66.84611,53.8,,0.16,8.08,0.5,0.245,0.034,0.005,,Moderate
NP,IGPP,16200,Great Zimbabwe Ruins Heritage Site,39.31885,1.08663,30,,0.25,5.47,0.3,0.201,0.038,0.005,,Moderate
AZ,NSMP,16201,Neuschwanstein Castle Germany Heritage Site,29.81339,-64.99714,57.2,,0.206,6.16,0.5,0.333,0.038,0.005,,Moderate
NP,NSMP,16202,Golconda Fort Heritage Site,27.28683,2.42623,48.1,,0.212,7.76,0.4,0.38,0.057,0.007,,Moderate
NP,CGS,16203,Neuschwanstein Castle Germany Heritage Site,20.65788,59.85726,28.3,,0.151,6.18,0.4,0.306,0.064,0.005,,Moderate
CI,NSMP,16204,Fatehpur Sikri Heritage Site,23.00068,-36.75151,37.3,,0.223,7.86,0.4,0.382,0.054,0.007,,Moderate
CE,NSMP,16205,Notre Dame Cathedral Paris Heritage Site,25.58873,85.73282,49.6,,0.189,7.4,0.5,0.21,0.061,0.007,,Moderate
NP,IGPP,16206,Teotihuacan Mexico Heritage Site,38.57155,24.96489,9,,0.161,8.66,0.6,0.275,0.054,0.005,,Moderate
CE,SCSN,16207,Sun Temple Modhera Heritage Site,32.42496,70.64457,55,,0.244,9.21,0.4,0.318,0.068,0.006,,Moderate
CE,SCSN,16208,Canterbury Cathedral UK Heritage Site,22.03959,72.09476,19.7,,0.25,9.64,0.7,0.282,0.021,0.003,,Moderate
AZ,SCSN,16209,Neuschwanstein Castle Germany Heritage Site,20.57243,-5.79028,51.5,,0.211,8.85,0.6,0.228,0.051,0.002,,Moderate
CI,NSMP,16210,Great Zimbabwe Ruins Heritage Site,19.0539,-24.12572,11.5,,0.243,8.99,0.7,0.184,0.063,0.004,,Moderate
CI,SCSN,16211,Ajanta Caves Heritage Site,35.03848,27.66186,31.2,,0.239,8.01,0.5,0.296,0.063,0.005,,Moderate
CE,SCSN,16212,Prambanan Indonesia Heritage Site,28.6019,-19.93865,39.7,,0.153,8.97,0.3,0.289,0.032,0.005,,Moderate
AZ,NSMP,16213,Great Wall China Heritage Site,16.87252,11.27982,10.3,,0.211,6.64,0.6,0.238,0.04,0.005,,Moderate
NP,SCSN,16214,Tikal Guatemala Heritage Site,12.89754,-23.32926,39.9,,0.204,7.3,0.6,0.206,0.025,0.007,,Moderate
CI,SCSN,16215,Mahabalipuram Shore Temple Heritage Site,26.45077,94.33899,60,,0.244,5.43,0.8,0.187,0.059,0.007,,Moderate
AZ,CGS,16216,Charminar Heritage Site,39.50576,46.79931,24,,0.194,9.61,0.4,0.19,0.055,0.008,,Moderate
CI,IGPP,16217,Angkor Thom Cambodia Heritage Site,12.6276,44.04251,23.3,,0.217,7.03,0.5,0.172,0.031,0.006,,Moderate
AZ,CGS,16218,Hagia Sophia Turkey Heritage Site,18.13909,69.41039,52.2,,0.166,8.87,0.5,0.361,0.043,0.008,,Moderate
CE,CGS,16219,Luxor Temple Egypt Heritage Site,34.57876,86.59499,50.2,,0.234,5.95,0.4,0.363,0.048,0.003,,Moderate
NP,CGS,16220,Prambanan Indonesia Heritage Site,31.47177,14.62124,9.9,,0.197,5.08,0.8,0.193,0.037,0.008,,Moderate
NP,SCSN,16221,Charminar Heritage Site,11.30444,48.6041,52.2,,0.214,7.1,0.4,0.201,0.07,0.005,,Moderate
NP,NSMP,16222,Angkor Thom Cambodia Heritage Site,33.4157,-43.64737,9.3,,0.184,8.84,0.5,0.196,0.057,0.003,,Moderate
AZ,CGS,16223,Eiffel Tower Paris Heritage Site,12.42753,-26.65402,46.2,,0.165,5.31,0.5,0.297,0.067,0.006,,Moderate
CE,SCSN,16224,Acropolis Athens Heritage Site,37.22705,79.46037,51.1,,0.152,6.95,0.8,0.229,0.03,0.004,,Moderate
CI,CGS,16225,Great Wall China Heritage Site,21.07157,-35.86184,53.2,,0.176,8.25,0.4,0.308,0.062,0.003,,Moderate
AZ,CGS,16226,Meenakshi Temple Heritage Site,28.67534,-25.99489,45.8,,0.447,13.69,1.3,0.597,0.071,0.003,,High
AZ,CGS,16227,Versailles Palace France Heritage Site,38.97498,51.24348,44.1,,0.279,10.53,0.6,0.596,0.04,0.009,,High
CE,CGS,16228,Konark Sun Temple Heritage Site,11.07696,-30.10945,38.2,,0.297,15.56,0.6,0.576,0.07,0.008,,High
AZ,IGPP,16229,Leaning Tower of Pisa Heritage Site,24.1573,8.82006,11.5,,0.404,19.99,1.1,0.578,0.065,0.006,,High
CE,CGS,16230,Acropolis Athens Heritage Site,30.55826,68.62093,20.6,,0.312,20,1.4,0.45,0.068,0.006,,High
CI,IGPP,16231,Khajuraho Temples Heritage Site,11.95749,44.56842,34.4,,0.304,18.08,1.4,0.322,0.052,0.008,,High
CI,CGS,16232,Somnath Temple Heritage Site,30.34101,-99.58567,54.7,,0.422,15.01,1.4,0.525,0.08,0.006,,High
CI,IGPP,16233,Acropolis Athens Heritage Site,29.34039,-48.83811,59.9,,0.354,13.32,0.6,0.316,0.067,0.007,,High
NP,CGS,16234,Blue Mosque Istanbul Heritage Site,23.45486,26.94503,52.3,,0.325,16.42,1.2,0.494,0.057,0.007,,High
NP,IGPP,16235,Angkor Thom Cambodia Heritage Site,12.32999,-69.64619,51.9,,0.276,13.07,1.1,0.393,0.063,0.005,,High
NP,NSMP,16236,Alhambra Spain Heritage Site,35.40113,-82.57659,51.5,,0.255,16.53,1.1,0.324,0.042,0.008,,High
CI,NSMP,16237,Mount Fuji Japan Heritage Site,24.51098,-41.49841,9.5,,0.292,15.96,1.2,0.289,0.066,0.005,,High
NP,IGPP,16238,Eiffel Tower Paris Heritage Site,25.36015,-107.99539,24.8,,0.326,18.56,1.4,0.494,0.071,0.004,,High
CE,SCSN,16239,Neuschwanstein Castle Germany Heritage Site,15.03557,-79.3794,37.7,,0.392,10.88,1.2,0.336,0.046,0.005,,High
NP,NSMP,16240,Luxor Temple Egypt Heritage Site,28.35804,1.50371,5.3,,0.39,16.75,1.5,0.333,0.059,0.009,,High
CI,IGPP,16241,Red Fort Delhi Heritage Site,23.37345,13.4673,11.8,,0.369,13.76,1.4,0.568,0.073,0.004,,High
CE,CGS,16242,Blue Mosque Istanbul Heritage Site,19.18279,-35.223,29.8,,0.411,14.47,0.8,0.38,0.058,0.004,,High
CE,NSMP,16243,Forbidden City Beijing Heritage Site,30.71681,0.29956,9.8,,0.339,19.73,1.1,0.324,0.057,0.009,,High
AZ,NSMP,16244,Somnath Temple Heritage Site,19.23809,5.5887,53,,0.448,14.14,0.9,0.311,0.041,0.004,,High
AZ,SCSN,16245,Jaisalmer Fort Heritage Site,32.36909,1.74694,32.3,,0.329,16.5,1.2,0.273,0.079,0.008,,High
CI,CGS,16246,Ellora Kailasa Temple Heritage Site,14.73741,-114.51328,26.2,,0.298,11.09,0.8,0.369,0.06,0.005,,High
AZ,IGPP,16247,Charminar Heritage Site,15.99863,-46.78607,21,,0.371,13.87,0.8,0.381,0.05,0.008,,High
NP,CGS,16248,Ajanta Caves Heritage Site,16.03267,75.38152,24.2,,0.252,13.4,0.6,0.583,0.061,0.004,,High
CE,SCSN,16249,Bagan Myanmar Heritage Site,18.43193,61.44284,57.5,,0.311,17.45,1.1,0.266,0.068,0.009,,High
CI,CGS,16250,Moai Statues Easter Island Heritage Site,28.00019,-14.1849,48,,0.338,13.76,1.1,0.461,0.043,0.009,,High
CE,NSMP,16251,Chichen Itza Mexico Heritage Site,14.00611,8.83258,55.1,,0.344,15.93,1.2,0.436,0.073,0.009,,High
CE,NSMP,16252,Tower of London UK Heritage Site,10.90748,-98.834,7.1,,0.412,16.7,1.5,0.506,0.063,0.004,,High
NP,SCSN,16253,Karnak Temple Egypt Heritage Site,32.52758,-21.55347,51.5,,0.403,18.38,1.2,0.559,0.074,0.005,,High
CI,IGPP,16254,Prambanan Indonesia Heritage Site,22.01504,-47.44791,14.9,,0.356,10.61,1.1,0.585,0.061,0.006,,High
CI,CGS,16255,Sigiriya Sri Lanka Heritage Site,14.41489,-13.57285,27.1,,0.32,17.31,0.8,0.566,0.074,0.006,,High
AZ,CGS,16256,Mount Fuji Japan Heritage Site,21.79632,-27.54042,55.3,,0.378,14.88,1.1,0.325,0.048,0.003,,High
CI,SCSN,16257,Red Fort Delhi Heritage Site,35.19972,-73.92597,8.9,,0.415,14.27,1.3,0.407,0.073,0.01,,High
CE,IGPP,16258,Shwedagon Pagoda Myanmar Heritage Site,20.30496,54.2827,52.1,,0.448,13.39,0.7,0.292,0.053,0.005,,High
AZ,IGPP,16259,Stonehenge UK Heritage Site,21.05969,97.97929,24.3,,0.422,14.07,0.9,0.599,0.054,0.008,,High
CI,NSMP,16260,Kyoto Temples Japan Heritage Site,28.97861,33.39768,50.7,,0.4,15.6,0.8,0.368,0.073,0.005,,High
CI,IGPP,16261,Golden Temple Amritsar Heritage Site,19.49505,55.1593,8.6,,0.32,14.23,0.6,0.454,0.058,0.007,,High
CE,CGS,16262,Luxor Temple Egypt Heritage Site,38.82896,-2.42231,13.1,,0.284,14.48,0.7,0.312,0.059,0.007,,High
CI,SCSN,16263,Hampi Virupaksha Temple Heritage Site,27.03209,85.91119,38.7,,0.279,15.05,1.1,0.538,0.059,0.007,,High
AZ,SCSN,16264,Ellora Kailasa Temple Heritage Site,35.10153,37.14551,41,,0.384,12.58,0.5,0.333,0.076,0.006,,High
CI,IGPP,16265,Alhambra Spain Heritage Site,38.59247,32.02599,22,,0.392,10.51,0.9,0.352,0.049,0.008,,High
